2022-03-29 15:54:31,402 - basicLogger - INFO - Start Periodic Processing
2022-03-29 15:54:33,684 - basicLogger - INFO - Received 273 events with a status code of 200
2022-03-29 15:54:33,685 - basicLogger - INFO - Received 532 events with a status code of 200
2022-03-29 15:54:33,687 - basicLogger - DEBUG - {'date_created': '2022-03-29 07:36:12.520639', 'id': 221, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '7063765399'}
2022-03-29 15:54:33,688 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:36.490628', 'id': 232, 'member_age': '13', 'member_id': 'H00G6ZWAK9JC610NJ', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '9240381004'}
2022-03-29 15:54:33,688 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:36.509478', 'id': 233, 'member_age': '31', 'member_id': 'NW65MH2VC9DPI7ZYY', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '1671086999'}
2022-03-29 15:54:33,688 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:36.526780', 'id': 234, 'member_age': '35', 'member_id': 'DAOM109E9R8JPMFG8', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '9349895064'}
2022-03-29 15:54:33,689 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:36.537250', 'id': 235, 'member_age': '12', 'member_id': '1ZANATRES1DXWTKVT', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '5535416760'}
2022-03-29 15:54:33,692 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:36.548823', 'id': 236, 'member_age': '30', 'member_id': 'YD89HJPZ3COLSUTHS', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '2992778923'}
2022-03-29 15:54:33,692 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:36.562226', 'id': 237, 'member_age': '40', 'member_id': 'D850YIHO6S7U20WGU', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '4097771642'}
2022-03-29 15:54:33,693 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:36.572155', 'id': 238, 'member_age': '55', 'member_id': 'H0TL908HQMZJWBOPM', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '8357669081'}
2022-03-29 15:54:33,693 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:36.581176', 'id': 239, 'member_age': '20', 'member_id': 'XH7SKIDEWB5RJOHQX', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '9001627867'}
2022-03-29 15:54:33,704 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:36.658809', 'id': 240, 'member_age': '53', 'member_id': '9LI5QCNTI94I2RX1V', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '2645295250'}
2022-03-29 15:54:33,704 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:36.756226', 'id': 241, 'member_age': '32', 'member_id': '6Y1JB5NO0PE07QCX0', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '4163130016'}
2022-03-29 15:54:33,704 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:47.030839', 'id': 242, 'member_age': '45', 'member_id': '2T2MK9V2PGFNPWYBK', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '3016000253'}
2022-03-29 15:54:33,704 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:47.042017', 'id': 243, 'member_age': '30', 'member_id': 'LZXJVA03SZW5A2139', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '8898933142'}
2022-03-29 15:54:33,707 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:47.065323', 'id': 244, 'member_age': '20', 'member_id': 'R8XSFTUNPJOQ8B1C7', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '8497373674'}
2022-03-29 15:54:33,707 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:47.157775', 'id': 245, 'member_age': '13', 'member_id': '4ZIAF5JEXHSEHT8AM', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '4986135764'}
2022-03-29 15:54:33,708 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:47.183070', 'id': 246, 'member_age': '13', 'member_id': 'FZ0CTJLVL4MGN6TE7', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '1462583570'}
2022-03-29 15:54:33,709 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:47.194760', 'id': 247, 'member_age': '22', 'member_id': 'KFBBHV8XUAJ2IGMLL', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '9871774098'}
2022-03-29 15:54:33,709 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:47.204684', 'id': 248, 'member_age': '42', 'member_id': 'VKW5K02PBB8YL0061', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '9449176911'}
2022-03-29 15:54:33,709 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:47.214015', 'id': 249, 'member_age': '31', 'member_id': 'UZIFBMH1AXUXAX0G6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '906340370'}
2022-03-29 15:54:33,709 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:47.222115', 'id': 250, 'member_age': '15', 'member_id': 'D5YHPACYXBAQUZ20S', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '3923413107'}
2022-03-29 15:54:33,710 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:47.230188', 'id': 251, 'member_age': '51', 'member_id': 'QPD2C6NFRKX6K61LV', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '6099441041'}
2022-03-29 15:54:33,715 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:57.615924', 'id': 252, 'member_age': '25', 'member_id': 'ASK3TE8MFI912FUBQ', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '4861309634'}
2022-03-29 15:54:33,715 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:57.638343', 'id': 253, 'member_age': '44', 'member_id': 'G02J9I6A5N8C597UH', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '8635935675'}
2022-03-29 15:54:33,715 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:57.650192', 'id': 254, 'member_age': '15', 'member_id': 'ZVZBXMGJ3T68KUS19', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '2775583796'}
2022-03-29 15:54:33,715 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:57.661443', 'id': 255, 'member_age': '53', 'member_id': 'KMO062FYQ0POMD5W8', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '2153287320'}
2022-03-29 15:54:33,718 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:57.693269', 'id': 256, 'member_age': '05', 'member_id': 'G6XQU7H7NMJHSIENE', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '7366202952'}
2022-03-29 15:54:33,719 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:57.706564', 'id': 257, 'member_age': '20', 'member_id': 'LMH2LVIRRSU0NKYPX', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '1721459030'}
2022-03-29 15:54:33,719 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:57.716165', 'id': 258, 'member_age': '15', 'member_id': '01FSEE5IDAE52LM12', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '4714478392'}
2022-03-29 15:54:33,719 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:57.728968', 'id': 259, 'member_age': '15', 'member_id': '51DAZDHX0QIA6CT7Q', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '4775415608'}
2022-03-29 15:54:33,722 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:57.738280', 'id': 260, 'member_age': '05', 'member_id': 'K5BKWGR0IUJ76E46S', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '9351368729'}
2022-03-29 15:54:33,722 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:18:57.746757', 'id': 261, 'member_age': '13', 'member_id': 'G3D5JQP3JOYZ360TU', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '9821400837'}
2022-03-29 15:54:33,723 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:19:08.227035', 'id': 262, 'member_age': '24', 'member_id': 'I5YIB48HIGTOLT3PP', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '7716655463'}
2022-03-29 15:54:33,723 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:19:08.246383', 'id': 263, 'member_age': '43', 'member_id': 'L21PV2CYJ2PPAV0HT', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '2564721256'}
2022-03-29 15:54:33,723 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:19:08.261625', 'id': 264, 'member_age': '01', 'member_id': 'QLTRCM7SOMNUIAIGF', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '2019607976'}
2022-03-29 15:54:33,730 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:19:08.274576', 'id': 265, 'member_age': '32', 'member_id': '4WQAJMLIHE3FTCA82', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '5304908683'}
2022-03-29 15:54:33,730 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:19:08.290458', 'id': 266, 'member_age': '42', 'member_id': '60D86Y7CLBXQS5JZN', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '6228886648'}
2022-03-29 15:54:33,730 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:19:08.301794', 'id': 267, 'member_age': '42', 'member_id': 'UUFOER01KGLOIGVPY', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '874243629'}
2022-03-29 15:54:33,730 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:19:08.311119', 'id': 268, 'member_age': '54', 'member_id': 'Q424Y8FC68B1GHXZJ', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '5033967474'}
2022-03-29 15:54:33,735 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:19:08.319428', 'id': 269, 'member_age': '51', 'member_id': 'UEPD80WGA8MGAJIVP', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '1963888955'}
2022-03-29 15:54:33,735 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:19:08.328783', 'id': 270, 'member_age': '30', 'member_id': 'E2XLNOFCZVA2TL214', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '9980288122'}
2022-03-29 15:54:33,735 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:19:08.337520', 'id': 271, 'member_age': '42', 'member_id': 'R5YWS7KV6JOHWQ8DX', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '3513669838'}
2022-03-29 15:54:33,735 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:19:18.689266', 'id': 272, 'member_age': '41', 'member_id': 'HCKA3I8OQKO9KR74F', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '7695648214'}
2022-03-29 15:54:33,738 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:19:18.703204', 'id': 273, 'member_age': '41', 'member_id': 'XC1176JUKI7HDZMT1', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '9280193039'}
2022-03-29 15:54:33,738 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:19:18.714834', 'id': 274, 'member_age': '51', 'member_id': 'FHC3F36YFZW052A21', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '3820663138'}
2022-03-29 15:54:33,738 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:19:18.726564', 'id': 275, 'member_age': '10', 'member_id': '0A0CD9Y5GHQOWLZ0T', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '783470642'}
2022-03-29 15:54:33,738 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:19:18.753211', 'id': 276, 'member_age': '43', 'member_id': '0WAL31ZRYJC2FS8RY', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '5946200416'}
2022-03-29 15:54:33,743 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:19:18.764494', 'id': 277, 'member_age': '30', 'member_id': 'BTPQOYVDEHRBYIBW6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '9399420524'}
2022-03-29 15:54:33,743 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:19:18.788848', 'id': 278, 'member_age': '15', 'member_id': 'PPH4XLBFUAV27CU73', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '6665542691'}
2022-03-29 15:54:33,743 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:19:18.806385', 'id': 279, 'member_age': '50', 'member_id': 'AIF1I4QSJH1XQSU3P', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '5647595934'}
2022-03-29 15:54:33,743 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:19:18.825575', 'id': 280, 'member_age': '20', 'member_id': 'T1O7OHF3PEDFCL0TP', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '3332955286'}
2022-03-29 15:54:33,747 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:19:18.834553', 'id': 281, 'member_age': '25', 'member_id': 'D50MQMQT762PBBSTD', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '3306924631'}
2022-03-29 15:54:33,747 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:22:22.818028', 'id': 282, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '9013782723'}
2022-03-29 15:54:33,747 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:22:29.986981', 'id': 283, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '53468531'}
2022-03-29 15:54:33,747 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:07.944944', 'id': 284, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '2185564950'}
2022-03-29 15:54:33,752 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:07.968904', 'id': 285, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '9443737784'}
2022-03-29 15:54:33,753 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:08.074091', 'id': 286, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '9914758051'}
2022-03-29 15:54:33,753 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:08.164387', 'id': 287, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '2144277829'}
2022-03-29 15:54:33,757 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:08.266282', 'id': 288, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '9812804729'}
2022-03-29 15:54:33,757 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:08.364588', 'id': 289, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '8606948799'}
2022-03-29 15:54:33,758 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:08.457864', 'id': 290, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '4021242994'}
2022-03-29 15:54:33,758 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:08.566341', 'id': 291, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '3939588533'}
2022-03-29 15:54:33,771 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:08.664734', 'id': 292, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '5185104883'}
2022-03-29 15:54:33,771 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:08.767095', 'id': 293, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '2666397185'}
2022-03-29 15:54:33,771 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:18.436080', 'id': 294, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '3204360687'}
2022-03-29 15:54:33,773 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:18.448992', 'id': 295, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '1561642006'}
2022-03-29 15:54:33,773 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:18.472644', 'id': 296, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '9543835310'}
2022-03-29 15:54:33,773 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:18.545851', 'id': 297, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '3747068259'}
2022-03-29 15:54:33,773 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:18.639150', 'id': 298, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '4602521857'}
2022-03-29 15:54:33,775 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:18.773633', 'id': 299, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '521522638'}
2022-03-29 15:54:33,776 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:18.826075', 'id': 300, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '4805373747'}
2022-03-29 15:54:33,776 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:18.949726', 'id': 301, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '507616906'}
2022-03-29 15:54:33,776 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:19.033763', 'id': 302, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '925723086'}
2022-03-29 15:54:33,776 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:19.153049', 'id': 303, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '6525145964'}
2022-03-29 15:54:33,782 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:28.923440', 'id': 304, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '3164540039'}
2022-03-29 15:54:33,783 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:28.938181', 'id': 305, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '41252360'}
2022-03-29 15:54:33,783 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:28.946640', 'id': 306, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '6331962236'}
2022-03-29 15:54:33,783 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:28.958015', 'id': 307, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '4501267220'}
2022-03-29 15:54:33,783 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:29.011200', 'id': 308, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '8231171224'}
2022-03-29 15:54:33,784 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:29.146540', 'id': 309, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '3113431851'}
2022-03-29 15:54:33,787 - basicLogger - DEBUG - {'date_created': '2022-03-29 08:23:29.210193', 'id': 310, 'member_age': '20', 'member_id': '3fa85f64-5717-4562-b3fc-2c963f66afa6', 'member_name': 'John', 'member_time_entered': '2016-08-29T09:12:33.001000+00:00', 'trace_id': '2102965199'}
